INDIC,TAMIL
அந்தரங்கம்,"உள்ளம்,மறைவடக்கம்,மறைபொருள்,தனிமை,தனிப்பட்ட,அருமறை"
அந்தரம்,"வெளி,துணையின்மை,இடைவெளி,காலம்,பரபரப்பு,வான்"
அந்தரவாணி,வானொலி
அந்நியம்,"வேற்றுமை,வேறுபாடு,அயல்,பிறிது,வேறு"
அந்நியோந்நியம்,"ஒற்றுமை,நெருக்கம்,ஒருவர்க்கொருவர்"
அபகரித்தல்,"கவர்தல்,கொள்ளையிடல்,பறித்தல்,வவ்வல்"
அபகாரம்,"நன்றியில் செயல்,தீங்கு,பொல்லாங்கு"
அபசயம்,தோல்வி
அபத்தம்,"பொம்மை,தவறு,பொய்"
அபயம்,அடைக்கலம்
அபரஞானம்,"நூலறிவு,கருவியறிவு"
அபராதம்,"பிழை,தண்டம்,குற்றம்,ஒறுப்புக்கட்டணம்"
அபவிருத்தி,குறைவு
அபாண்டம்,"பெரும்பொய்,பெரும்பழி,இடுபழி"
அபாயம்,"இடுக்கண்,அழிவு,பேரிடர்,இடர்,துன்பம்,கேடு"
அபாயகரம்,"இடுக்கண்,அழிவு,பேரிடர்,துன்பம்,கேடு"
அபானவாயு,மலக்காற்று
அபிடேகம்,"திருமுழுக்கு,புதுப்புனலாட்டு"
அபிஷேகம்,"திருமுழுக்கு,திருமஞ்சனம்,புதுப்புனலாட்டு"
அபிநயம்,"உள்ளக்குறிகாட்டல்,கைமெய்காட்டல்,கூத்து"
அபிப்பிராயம்,"உள்ளப்போக்கு,கொள்கை,உட்கருத்து,எண்ணம்,உட்கோள்,நோக்கம்"
அபிமானம்,"பற்று,செருக்கு,நேயம்"
அபிவிருத்தி,"வளர்ச்சி,பெருவளர்ச்சி,பெருக்கம்,ஆக்கம்"
அபூர்வம்,"அரிது,புதுமை,அரிய,அரிய பொருள்,அருமை"
அபேட்சை,"விருப்பம்,அவா"
அபேதம்,"வேறன்மை,வேற்றுமையின்மை"
அப்பியாசம்,"பயிற்சி,பழக்கம்"
அப்பிராணி,"பேதை,கரவிலான்,ஏழை"
அப்பு,புனல்
அமரபக்ஷம்,தேய்பிறை
அமாவாசை,"பிறையுவா,இல்மதி,புதுப்பிறை"
அமுது,"சோறு,அடிசில்,இனிமை"
அம்சம்,"அன்னப்புள்,வகை,இயல்பு,காலம்,எண்,பங்கு"
அம்பாரம்,குவியல்
அம்பிகை,"அம்மை,தாய்"
அயச்செந்தூரம்,இரும்புச் செந்தூள்
அயபஸ்பம்,இரும்புவெண்ணீறு
அயோக்கிதை,"தகுதியின்மை,தகாதது"
அரம்பை,"அரிவை,தெய்வப் பெண்,வான்மகள்"
ரம்பை,"அரிவை,தெய்வப் பெண்,வான்மகள்"
அரவம்,"ஒலி,பாம்பு"
அராகம்,விருப்பு
அருணோதயம்,"விடியல்,வைகறை,கதிரோன் வருகை"
அருத்தம்,"பொருள்,பாதி"
அர்த்தம்,"பொருள்,பாதி"
அருவம்,"உருவின்மை,அழகின்மை"
அர்ச்சனை,"பூசை,பூ வழிபாடு,மலர் தூவழிபாடு"
அருச்சனை,"பூசை,பூ வழிபாடு,மலர் தூவழிபாடு"
அர்த்தசாமம்,நள்ளிரவு
அர்த்தநாரீசுரன்,"மங்கை பங்கன்,மாதிருக்கும் பாதியன்"
அர்ப்பணம்,"நீரொடு கொடுத்தல்,ஒப்புவித்தல்,உரிமைப்படுத்தல்,படையல்"
அலங்காரம்,"புனைவு,அழகு,ஒப்பனை,அணி"
அலட்சியம்,"புறக்கணிப்பு,பொருட்படுத்தாமை,கருத்தின்மை"
அலுவா,கோதுமைத் தேம்பாகு
அவகாசம்,"ஒழிவு,ஓய்வு"
அவசரம்,"விரைவு,சுருக்கு,பரபரப்பு,பதைப்பு"
அவசியம்,"கட்டாயம்,இன்றியமையாமை,தேவை,முதன்மை"
அவதாரம்,"பிறப்பு,இறங்குகை"
அவதி,துன்பம்
அவத்தை,"நிலை,துன்பம்,நிலைமை"
அவதூறு,பழிச்சொல்
அவமானம்,"புகழின்மை,இழிவு,மானக்கேடு"
அவயவம்,உறுப்பு
அற்பம்,"அணு,புன்மை,சிறுமை"
அற்புதம்,"புதுமை,அரிய செயல்,வியப்பு,அருள் நிகழ்ச்சி"
அனுபவம்,"துய்ப்பு,பட்டறிவு,பட்டறிப்பு,நுகர்வு"
அனுபோகம்,நுகர்ச்சி
அன்னசத்திரம்,ஊட்டுப்புரை
ஆகாசம்,"விசும்பு,வெளி,விண்,வான்,வானம்,வான்வெளி"
ஆகாயவிமானம்,வானவூர்தி
ஆகாரம்,"உணவு,அடிசில்"
ஆகுலம்,"வருத்தம்,ஆரவாரம்"
ஆக்ஞேயம்,புருவநடு
ஆசங்கை,ஐயம்
ஆசமனம்,குடித்தல்
ஆங்காரம்,"இறுமாப்பு,தருக்கு,செருக்கு"
ஆசர்,நேர் வருகை
ஆஜர்,"நேர் வருகை,வருகை"
ஆசனம்,"இருக்கை,அணை"
ஆசனவாய்,"எருவாய்,மலவாய்"
ஆசாபாசம்,"அவாக்கட்டு,உலகப்பற்று,அன்பு"
ஆசாமி,ஆள்
ஆசாரம்,"துப்புரவு,நன்னடை,வழக்கம்,ஒழுக்கம்"
ஆசியம்,"சிரிப்பு,எள்ளல்,நகை"
ஆசிரமம்,"முனிவருறையுள்,பாழி,பள்ளி"
ஆசீர்வாதம்,"வாழ்த்துரை,வாழ்த்து"
ஆசை,"விழைவு,விருப்பம்,அவா,பற்று,வேட்கை"
ஆச்சரியம்,"விந்தை,புதுமை,இறும்பூது,வியப்பு"
ஆஸ்தி,"பொருள்,செல்வம்"
ஆஸ்திகன்,கடவுட் கொள்கையன்
ஆஸ்பத்திரி,"மருத்துவமனை,மருத்துச்சாலை"
ஆக்கிராணம்,மூக்கு
ஆக்ஞை,"கட்டளை,ஆணை"
ஆடம்பரம்,ஆரவாரம்
ஆட்சேபம்,"மறுப்பு,எதிர்மொழி,தடை"
ஆதரவு,"பற்றுக்கோடு,நிலைக்களன்,உதவி,சார்பு,துணை"
ஆதாரம்,"பற்றுக்கோடு,நிலைக்களன்,களைகண்,சான்று,அடிப்படை"
ஆதி,"காரணம்,பழமை,அடி,முதல்,கடவுள்,எழுவாய்,தொடக்கம்"
ஆதிக்கம்,"மேலீடு,உரிமை,தலைமை,மேன்மை,முதன்மை"
ஆதியந்தம்,அடிமுதல்
ஆதியோடந்தமாய்,"ஒன்றும்விடாமல்,முதலிலிருந்து கடைசிவரை"
ஆதிரம்,நெய்
ஆதுலம்,வறுமை
ஆத்திரம்,"விரைவு,பரபரப்பு"
ஆத்துமா,உயிர்
ஆன்மா,உயிர்
ஆநந்தம்,இன்பம்
ஆநந்தபரவசம்,இன்பவயம்
ஆந்திரதேசம்,தெலுங்குநாடு
ஆபத்து,"இக்கட்டு,ஊறுபாடு,துன்பம்,இடர்"
ஆபாசம்,"சிதைவு,அருவருப்பு,அளவைப்போலி,பொய்"
ஆப்தம்,"நட்பு,அன்பு"
ஆமோதித்தல்,"உடன்படல்,வழிமொழிதல்,மகிழ்தல்"
ஆயத்தம்,"முன்னேற்பாடு,முயற்சி"
ஆயாஸம்,"இளைப்பு,களைப்பு,சோர்வு,மயக்கம்,அயர்வு"
ஆயுசு,"வாழ்நாள்,ஆண்டு"
ஆயுள்,"வாழ்நாள்,ஆண்டு"
ஆயுதம்,"வாள்,படைக்கலம்,கருவி,படை"
ஆரணியம்,காடு
ஆரம்,"தொடையல்,பூமாலை"
ஆரம்பம்,"துவக்கம்,தொடக்கம்"
ஆராதனை,வழிபாடு
ஆராதித்தல்,வழிபடுதல்
ஆரியம்,வடமொழி
ஆரியர்,மிலேச்சர்
ஆரூடம்,முன்னறிதல்
ஆரோகம்,ஏற்றுதல்
ஆரோக்கியம்,"நலம்,உடல்நலம்,நோயின்மை"
ஆலயம்,கோயில்
ஆலிங்கனம்,தழுவல்
ஆலோசனை,"ஓர்வு,சூழ்தல்,சூழ்ச்சி,எண்ணம்,அறிவுரை,ஆராய்ச்சி"
ஆவசியம்,"முதன்மை,இன்றியமையாமை,கட்டாயம்"
ஆவலாதி,"புறந்தூற்றல்,புறங்கூற்று"
ஆவேசம்,"பேய்,உட்புகல்,தெய்வமேறல்,மருள்"
இகம்,"இப்பிறப்பு,இவ்விடம்,இவ்வுலகம்"
இக்கணம்,இப்போது
இச்சகம்,முகமன்
இச்சை,"வேட்கை,விழைவு,விருப்பம்,அவா"
இடங்கம்,உளி
இடபம்,"ஏறு,எருது,காளை"
இடம்பம்,"வீண் பெருமை,ஆரவாரம்"
இட்டம்,"விருப்பம்,அன்பு"
இஷ்டம்,"விருப்பம்,அன்பு"
இஷ்டன்,நண்பன்
இதம்,"நன்மை,அறம்,அன்பு,இனிமை"
ஹிதம்,"நன்மை,அறம்,அன்பு,இனிமை"
இதரம்,"அறிவு,பகைமை,அயல்,வேறு"
இதாதீதம்,நன்மைதீமை
இந்திரியங்கள்,ஐம்பொறிகள்
இமிசை,"வருத்தம்,கடுந்துன்பம்"
இயந்திரம்,"பொறி,மறைமொழித்தகடு"
இயமன்,"மறலி,காலன்,கூற்றுவன்"
எமன்,"மறலி,காலன்,கூற்றுவன்"
இரகசியம்,"கமுக்கம்,அற்றம்,மறை,மறைபொருள்"
இரசம்,"மிளகுநீர்,சாறு"
இரசவாதம்,பொன்னாக்கல்
இரசாபாசம்,"ஒழுங்கின்மை,அருவருப்பு"
இரசிகன்,சுவைஞன்
இரசித்தல்,சுவைத்தல்
இரட்சித்தல்,"ஓம்புதல்,புரத்தல்,காப்பாற்றல்"
இரணவைத்தியம்,"அருவைமருத்துவம்,புண்மருத்துவம்"
இரதம்,தேர்
இரத்தம்,"உதிரம்,செந்நீர்,குருதி"
இரத்தினம்,"மாமணி,செம்மணி"
இரம்பம்,ஈர்வாள்
இராகம்,"பண்,இசை,இசை/பண்,அவா"
இராஜஶ்ரீ,திரு
இராஜா,"மன்னன்,அரையன்"
இராஜதானி,அரசர்தலைநகர்
இராசதம்,மனவெழுச்சி
இராசி,ஓரை
இராச்சியம்,"நாடு,அரசியல்"
இராணுவம்,"போர்ப்படை,படை"
இராத்திரி,"கங்குல்,அல்,இரவு"
இருசால்,"இறைப்பணம்,திறை"
இருடி,"தவசி,துறவி,முனிவன்"
இருதயம்,"உள்ளம்,நெஞ்சம்,அன்பு"
இதயம்,"உள்ளம்,நெஞ்சம்,அன்பு"
இருது,"பருவம்,மகளிர் முதற் பூப்பு"
ருது,"பருவம்,மகளிர் முதற் பூப்பு"
இருதுமங்களஸ்நானம்,பூப்பு நன்னீராட்டு
இருதுசாந்தி,பூப்புக் கழிப்பு
இரேகை,"நிறை,தொடர்,எழுத்து,கையிறை,வரி"
இலகான்,கடிவாளம்
இலகிமா,மென்மை
இலக்கம்,"எண்,நூறாயிரம்"
இலட்சம்,"எண்,நூறாயிரம்"
இலக்குமி,"திருமகள்,அழகு,செல்வம்"
இலஞ்சம்,"கைக்கூலி,கையுறை"
இலட்சணம்,"அழகு,பார்வை"
இலட்சியம்,குறிக்கோள்
இலயம்,"அழிவு,ஒடுக்கம்"
லயம்,"அழிவு,ஒடுக்கம்"
இலவசம்,விலையின்மை
இலவணம்,உப்பு
இலவுகிகம்,"உலகியல்,உலகப்போக்கு"
இலாகா,"எல்லை,ஆட்சி"
இலாகிரி,"வெறி,மயக்கம்"
இலாடம்,காற்பரளை
இலாபம்,"ஊதியம்,பேறு,மிச்சம்"
இலாபநஷ்டம்,"கூடுதல் குறைதல்,ஊதியமும் பொருட்கேடும்"
இலாயம்,குதிரைப்பந்தி
இலாவாதேவி,"கொடுக்கல் வாங்கல்,பண்டமாற்று"
இலிங்கம்,"குறி,அடையாளம்"
இலேகியம்,"பாகுமருந்து,இளகம்"
இலேசு,மேலாடை
ஈசன்,"தலைவன்,ஆள்வோன்"
ஈசானம்,வடகீழ்ப்பால்
ஈசுரநிச்சயம்,கடவுளுண்மை
ஈடணம்,விருப்பம்
ஈநம்,"குறைபாடு,இழிவு,குறைவு"
உக்கிரம்,"மிகுதி,சினம்,கொடுமை,ஊக்கம்,வெப்பம்"
உக்கிராணம்,"சரக்கறை,களஞ்சியம்"
உசிதம்,"உயர்வு,சிறப்பு,ஒழுங்கு,மேன்மை,தகுதி"
உச்சந்தம்,தணிவு
உச்சரிப்பு,"மொழியோசை,எழுத்தோசை"
உச்சி,"முகடு,மேடு"
உஷ்ணம்,"வெப்பம்,சூடு"
உதயம்,"வெளிப்படல்,விடியல்,பிறப்பு,தோற்றம்,காலை"
உதரம்,வயிறு
உதாரம்,"தண்ணளி,வள்ளன்மை,ஈகைத்தன்மை"
உதாரகுணம்,"தண்ணளி,வள்ளன்மை,ஈகைத்தன்மை"
உதாரணம்,"சான்று,எடுத்துக்காட்டு,காட்டு"
உதித்தல்,"பிதற்றல்,தோன்றுதல்"
உதிரம்,"குருதி,செந்நீர்"
உத்தமம்,"உண்மை,மேன்மை"
உத்தமி,கற்புடையவள்
உத்தரம்,மறுமொழி
உத்தரவு,கட்டளை
உத்தியோகம்,"தொழில்,பணி,முயற்சி,அலுவல்"
உத்தேசம்,"மதிப்பு,கருத்து,ஏறக்குறைய"
உந்நதம்,"மேன்மை,உயர்ச்சி"
உபகரணம்,"கொடுத்தல்,கருவிப் பொருள்,உதவிப் பொருள்"
உபகாரம்,"உதவி,வரவேற்பு,வேளாண்மை,முகமன்"
உபதேசம்,"அருண்மொழி,அறிவுரை"
உபத்தம்,கருவாய்
உபத்திரவம்,"இக்கட்டு,இடர்,இடையூறு,துன்பம்,வேதனை,வருத்தம்,தடை"
உபநதி,கிளையாறு
உபநயநம்,"மூக்குக்கண்ணாடி,பூணூற்சடங்கு,வழிநடத்துதல்"
உபந்நியாசம்,"விரிவுரை/சமய சொற்பொழிவு,சொற்பொழிவு"
உபயோகம்,"பயன்பாடு,பயன்"
உபவனம்,பூஞ்சோலை
உபாசனை,"வணக்கம்,வழிபாடு"
உபாதி,"துன்பம்,நோய்"
உபாத்தியாயன்,"கற்பிப்போன்,ஆசிரியன்,கணக்காயன்"
உபாத்தியாயினி,"ஆசிரியை,கற்பிப்போள்"
உபாயம்,"எளிது,நொய்மை,சூழ்ச்சி,சிறிது"
உபேட்சை,"விருப்பின்மை,அசட்டை,வெறுப்பு"
உயிர்ப்பிராணி,உயிர்ப்பொருள்
உருக்குமணி,பொன்மணி
உருசி,சுவை
உருத்திராக்கம்,"சிவமணி,அக்குமணி"
உரூபித்தல்,மெய்ப்பித்தல்
உரொக்கம்,"மொத்த இருப்பு,இருப்பு,கைப்பணம்"
உரோகம்,"ஒளியின்மை,நோய்"
உரோமம்,"முடி,குஞ்சி,மயிர்"
உலகப்பிரசித்தி,எங்கும் பரந்த புகழ்
உலோகம்,"வெள்ளி,செம்பு முதலியன,பொன்,உலகம்"
உலோபம்,"ஈயாமை,கடும்பற்றுள்ளம்,இவறன்மை"
உல்லாசம்,"விளையாட்டு,உள்ளக்களிப்பு,மகிழ்ச்சி,களிப்பு"
உற்சவம்,"திருவிழா,விழா,திருநாள்"
ஊகித்தல்,"நினைத்தல்,ஓர்தல்"
ஊநம்,"இழிவு,குறைவு"
ஊர்ச்சிதம்,"உறுதி,நிலைப்படுதல்"
எக்கியம்,வேள்வி
எசமானன்,"தலைவன்,முதல்வன்"
எதார்த்தம்,"உண்மை,உறுதி"
எதேச்சை,விருப்பப்படி
எவ்வநம்,"இளமை,அழகு"
யௌவநம்,"இளமை,அழகு"
ஏகதேசம்,"ஒருபால்,சிறுபான்மை,ஒரு புடை,ஒருபக்கம்,ஒருபுடை,தோராயம்"
ஏகம்,"ஒன்று,தனிமை"
ஏகாங்கி,"தனியன்,துறவி"
ஏகாதிபத்தியம்,தனியரசாட்சி
ஏகாந்தம்,"ஒரு முடிவு,தனிமை"
ஏடணை,விருப்பம்
ஏதம்,"தீங்கு,துன்பம்,குற்றம்"
ஏது,காரணம்
ஏனம்,பன்றி
ஐக்கியம்,ஒற்றுமை
ஐச்வரியம்,"திரு,செல்வம்"
ஐதிகம்,உலகுரை
ஓமம்,வேள்வி
ஔடதம்,மருந்து
ஔபாசனம்,"எரியோம்பல்,உணவொழிநோன்பு,வேள்வித்தீயோம்புகை"
கங்கணம்,காப்பு
கடகம்,வாள்
கட்சி,"சார்பு,பக்கம்"
கக்ஷி,"சார்பு,பக்கம்"
கஷாயம்,"கருக்கு,மருந்துநீர்,மருந்துக் குடிநீர்"
கடினம்,"வன்மை,கொடுமை,வருத்தம்,கடுமை"
கடூரம்,கொடுமை
கஷ்டம்,"வருத்தம்,துன்பம்,தொல்லை,கடினம்"
கஷ்டசாத்தியம்,அரிதின்முடிவது
கணபதி,பிள்ளையார்
கணிதம்,கணக்கு
கண்டம்,"மிடறு,கட்டி,கழுத்து,துண்டு,பிரிவு,நிலப்பிரிவு"
கண்டனம்,மறுப்பு
கண்திருஷ்டி,"கண்ணேறு,கண்ணெச்சில்"
கதம்பம்,"கூட்டம்,மணப்பொருட்கூட்டு"
கநகம்,பொன்
கந்தமூலம்,கிழங்கு
கந்தம்,"நாற்றம்,மணம்"
கந்துகம்,"குதிரை,பந்து"
கந்மஷம்,"அழுக்கு,தீவினை"
கந்நிகை,மணமாகாதவள்
கபம்,கோழை
கபோதி,குருடன்
கமலம்,தாமரை
கம்பீரம்,"ஆழம்,பெருமை,செருக்கு,உயர்தோற்றம்"
கயரோகம்,எலும்புருக்கி நோய்
கயிலாசம்,"நொடித்தான்மலை,சிவப்பேறு"
கயிலாயம்,"நொடித்தான்மலை,சிவப்பேறு"
கரகோஷம்,"கை தட்டுதல்,கரவொலி"
கருடன்,கலுழன்
கருணை,"அருள்,இரக்கம்"
கருத்தா,"ஆக்கியோன்,தலைவன்,வினை முதல்,நூலாசிரியன்"
கர்த்தா,"ஆக்கியோன்,தலைவன்,வினை முதல்,நூலாசிரியன்"
கருமம்,"தொழில்,வினை"
கர்க்கடகம்,நண்டு
கர்ச்சனை,முழக்கம்
கர்ப்பக்கிரகம்,"திருஉள் நாழிகை,அகநாழிகை"
கர்ப்பவதி,சூலி
கர்வம்,செருக்கு
கலசம்,"கலயம்,குடம்,திருக்குடம்"
கலாசாலை,"பள்ளிக்கூடம்,கல்லூரி"
கலியாணம்,"மன்றல்,மணம்"
கவி,"பாட்டு,பாவலன்,செய்யுள்"
கவுளி,பல்லி
கனம்,"சுமை,பளுவு"
காசம்,"ஈளை நோய்,இருமல் நோய்"
காஷாயம்,காவி
காஷ்டம்,விறகு
காயம்,"உடல்,யாக்கை,வான்"
காரகன்,செய்பவன்
காரியதரிசி,"செயலர்,செயலாளர்,செயலாளன்,அமைச்சன்"
காரியஸ்தன்,செயலாளன்
காலக்கிரமம்,கால ஒழுங்கு
காலச்சேபம்,"நாட்கழிதல்,வாழ்க்கை"
காளம்,"கருமை,முகில்"
கிஸ்தி,"திறை,வரி"
கிஞ்சுகம்,கிளி
கிடாரம்,கொப்பரை
கியாதி,"புகழ்,மேன்மை"
கிரகசாரம்,"கோள்நிலை,கோட்சாரம்"
கிரகணம்,"பிடித்தல்,பற்றுதல்"
கிரகம்,"பிடிப்பு,வீடு,கோள்,பற்றுதல்"
கிரகஸ்தம்,இல்லறநிலை
கிரகித்தல்,"கவர்தல்,உணர்தல்,இழுத்தல்,பற்றுதல்"
கிரந்தம்,"புத்தகம்,நூல்"
கிரமம்,"ஒழுங்கு,முறைமை"
கிரயம்,விலை
கிராதன்,"வேட்டுவன்,குறவன்"
கிராமம்,சிற்றூர்
கிரியை,"தொழில்,வினை,சடங்கு,செயல்"
கிரீடம்,முடி
கிருஷி,"பயிர்,பயிர் செய்கை,உழவு"
கிருஷ்ணபக்ஷம்,தேய்பிறை
கிருபை,"அருள்,இரக்கம்"
கிருமி,"புழு,பூச்சி"
கிலம்,அழிவு
கிலேசம்,"துன்பம்,கவலை,அச்சம்"
கீணம்,"சிதைவு,கேடு"
க்ஷீணம்,"சிதைவு,கேடு"
கீதம்,"பாடல்,இசை,இசைப்பாட்டு,பாட்டு"
கீர்த்தி,"புகழ்,இசை"
குக்குடம்,கோழி
குலசம்,"நலம்,நன்மை"
குஞ்சரம்,யானை
குஷ்டம்,"தொழுநோய்,பெருநோய்"
குணம்,இயல்பு
குதூகலம்,"பெருமகிழ்ச்சி,எக்களிப்பு,பெருங்களிப்பு"
குபேரன்,"பெருஞ் செல்வன்,செல்வக் கடவுள்"
குமரி,"மகள்,மணமாகாப் பெண்,நங்கை,புதல்வி"
குமாரி,"மகள்,மணமாகாப் பெண்,நங்கை,புதல்வி"
கும்பகோணம்,"குடமூக்கு,குடந்தை"
கும்பாபிஷேகம்,குடமுழுக்கு
கும்பம்,"பானை/குடம்,குடம்"
குருபக்தி,"ஆசானிடத்தன்பு,குருவினிடத்தன்பு"
குரூபி,"உருவிலி,அழகிலி"
குரூரம்,"கொடுமை,தறுகண்,ஈரமின்மை,அஞ்சாமை"
குரோதம்,"உட்பகை,சினம்,சினம்/பகை"
குலஸ்திரீ,குலமகள்
குன்மம்,"வயிற்றுவலி,சூலை"
கூசுமாண்டம்,பூசுணி
கூபம்,"கூவம்,கிணறு"
கூர்மம்,ஆமை
கேலி,"இகழ்ச்சி,பகடி"
கைங்கரியம்,"பணி,தொண்டு"
கோஷ்டம்,"கூட்டம்,பேரொலி,மணப் பொருள்"
கோஷம்,"ஒலி,குரல்,முழக்கம்"
கோஷ்டி,"கூட்டம்,கூட்டம்/குழாம்,குழாம்"
கோதண்டம்,வில்
கோத்திரம்,"குடி,குலம்,மரபு,வகுப்பு"
கோமயம்,ஆனீர்
கோரம்,"கொடுமை,அச்சம்"
சகசம்,"ஒற்றுமை,இயற்கை"
சகடம்,வண்டி
சகடு,வண்டி
சகலம்,"அனைத்தும்,எல்லாம்"
