INDIC,TAMIL
சகஜம்,"வழக்கம், இயல்பு"
சகி,தோழி
சகோதரி,உடன் பிறந்தவள்
சங்கடம்,"இக்கட்டு, தொல்லை"
சங்கதி,செய்தி
சங்கோஜம்,கூச்சம்
சதம்,நூறு
"சதவீதம், சதமானம்",விழுக்காடு
சதா,எப்பொழுதும்
சதி,சூழ்ச்சி
சத்தம்,"ஓசை, ஒலி"
சந்தானம்,மகப்பேறு
சந்தேகம்,ஐயம்
சந்தோஷம்,மகிழ்ச்சி
சபதம்,சூளுரை
சம்சாரம்,"குடும்பம், மனைவி"
சம்பந்தம்,தொடர்பு
சம்பவம்,நிகழ்ச்சி
சம்பாதி,"பணம் ஈட்டு, பொருளீட்டு"
சம்பிரதாயம்,மரபு
சம்மதி,ஒப்புக்கொள்
சமாச்சாரம்,"செய்தி, சங்கதி"
சரணாகதி,அடைக்கலம்
சரித்திரம்,வரலாறு
சரீரம்,உடல்
சருமம்,தோல்
சர்வம்,எல்லாம்
சாதாரணம்,"எளிமை, பொதுமை"
சாதித்தல்,"நிறைவேற்றுதல், விடாது பற்றுதல்"
சாதம்,சோறு
சாந்தம்,அமைதி
சாகசம்,"துணிவு, பாசாங்கு"
சாராமிசம்,பொருட்சுருக்கம்
சாயந்திரம்,"மாலை வேளை, அந்திப் பொழுது"
சாவகாசம்,விரைவின்மை
சாஸ்திரம்,நூல்
சாசுவதம்,நிலை
சிகிச்சை,மருத்துவம்
சித்தாந்தம்,"கொள்கை, முடிவு"
சித்திரம்,ஓவியம்
சிநேகிதம்,நட்பு
சிம்மாசனம்,அரியணை
சிரத்தை,"அக்கறை, கருத்துடைமை"
சிரமம்,தொல்லை
சின்னம்,அடையாளம்
சீக்கிரமாக,விரைவாக
சுதந்திரம்,"தன்னுரிமை, விடுதலை"
சுத்தமான,தூய்மையான
சுபாவம்,இயல்பு
சுலபம்,எளிது
சுவாரஸ்யமான,சுவையான
சுயம்வரம்,மணத்தன்னேற்பு
சேவை,பணி
சேனாதிபதி,படைத்தலைவன்
சௌகர்யம்,"வசதி, நுகர்நலம்"
சௌக்கியம்,நலம்
சோகம்,ஈடு செய்யக்கூடிய துயரம்.
தசம்,பத்து
தத்துவம்,உண்மை
தம்பதியர்,"கணவன் மனைவி, இணையர்"
தற்காலிகம்,"நிலையற்ற, நிரந்தரமில்லாத"
தரிசனம்,காட்சி
தர்க்கம்,வழக்கு
தலைப்பிரசவம்,முதல் மகப்பேறு
தர்க்க வாதம்,வழக்காடல்
தாபம்,வேட்கை
திகில்,அதிர்ச்சி
திருப்தி,நிறைவு
தினசரி,நாள்தோறும்
தினம்,நாள்
திவசம்,நாள் ( மூதாதையருக்கு உணவு படைக்கும் சடங்கு)
திவ்வியம்,தெய்வத் தன்மையுள்ள
தீர்க்கதரிசி,ஆவதறிவார்
துரதிருஷ்டம்,பேறின்மை
துர்க்கை,பாலைநிலத்தின் தேவதை
துரிதம்,விரைவு
துரோகம்,வஞ்சனை
துவம்சம்,"அழித்தொழித்தல், அழித்துத் தொலைத்தல்"
தேகம்,உடல்
தேசம்,நாடு
தோஷம்,"குறை, குற்றம்"
தைரியம்,துணிவு
நட்சத்திரம்,"விண்மீன், நாள்மீன்"
நமஸ்காரம்,வணக்கம்
நர்த்தனம்,"ஆடல், நடனம்,கூத்து"
நவீனம்,புதுமை
நவீன பாணி,புது முறை
நஷ்டம்,"இழப்பு, சேதம்"
நாசம்,"அழிவு, வீண்"
நாசூக்கு,நயம்
நாயகன்,தலைவன்
நாயகி,தலைவி
நிஜம்,"உண்மை, உள்ளது"
நிசபதமான,"ஒலியற்ற, அமைதியான"
நிச்சயம்,உறுதி
நிச்சயதார்த்தம்,மண உறுதி
நிதானம்,பதறாமை
நித்திய பூஜை,நாள் வழிபாடு
நிரூபி,"மெய்ப்பி, நிறுவு"
நிருவாகம்,மேலாண்மை
நிதி,"பொருள்,செல்வம், பணம்"
நீதி,"அறம், நெறி, அறநெறி, நடுவுநிலை, நேர், நேர்நிறை, நேர்பாடு, முறை"
பத்தினி,கற்புடையாட்டி
பகிரங்கம்,வெளிப்படை
பஞ்சாட்சரன்,ஐந்தெழுத்து
பரவசம்,மெய்மறத்தல்
பராக்கிரமம்,வீரம்
பராமரி,"காப்பாற்று , பேணு"
பரிகாசம்,இகழ்ச்சிச் சிரிப்பு
பரிசோதனை,ஆய்வு
பரீட்சை,தேர்வு
பலவந்தமாக,வற்புறுத்தி
பலவீனம்,"மெலிவு, வலிமையின்மை"
பலாத்காரம்,வன்முறை
பாணம்,அம்பு
பாதம்,அடி
பாரம்,சுமை
பால்யம்,இளமை
பிம்பம்,நிழலுரு
பிரகாசம்,"ஒளி, பேரொளி"
பிரகாரம்,சுற்று
(அதன்)பிரகாரம்,(அதன்)படி
பிரசங்கம்,சொற்பொழிவு
பிரசுரம்,வெளியீடு
பிரச்சினை,சிக்கல்
பிரதிநிதி,சார்பாளர்
பிரதிபலித்தல்,எதிரியக்கம்
பிரதிபிம்பன்,எதிருரு
பிரத்தியோகம்,தனி
பிரபலம்,புகழ்
பிரமாதமான,பெரிய
பிரமிப்பு,திகைப்பு
பிரசவம்,மகப்பேறு
பிரயோகி,கையாளு
பிரயோசனம்,பயன்
பிரவாகம்,பெருக்கு
பிரவேசம்,"நுழைவு, புகுதல், வருதல்"
பிரார்த்தனை,"தொழுகை,"
பிரியம்,விருப்பம்
பிரேமை,அன்பு
பீடிகை,முன்னுரை
புண்ணியம்,நல்வினை
புத்தி,அறிவு
புத்திரன்,புதல்வன்
புருஷன்,"ஆண், கனவன்"
புனிதமான,தூய
புஷ்பம்,"மலர், பூ"
புஜபலம்,தோள்வன்மை
பூஜை,வழிபாடு
பூர்த்தி,நிறைவு
பூஷணம்,அணிகலம்
போதனை,கற்பித்தல்
மகான்,பெரியவர்
மகாயுத்தம்,பெரும்போர்
மத்தியஸ்தர்,உடன்படுத்துபவர்
மத்தியானம்,நண்பகல்
மந்திரி,அமைச்சர்
மனசு,உள்ளம்
மனிதாபிமானம்,மக்கட்பற்று
மானசீகம்,கற்பனை
மல்யுத்தம்,மற்போர்
மந்திரி,அமைச்சன்
மந்திரம்,மறைமொழி
மரணம்,"சாவு, இறப்பு"
மாமிசம்,இறைச்சி
மார்க்கம்,"நெறி, வழி"
மிருகம்,விலங்கு
முகூர்த்தம்,நல்வேளை
முக்கியம்,முகன்மை
முகாம்,பாசறை
மோசம்,கேடு
யந்திரம்,பொறி
யாகம்,வேள்வி
யுத்தம்,போர்
யூகம்,உய்த்துணர்தல்
யூகி,உய்த்துணர்
யோக்யதை,தகுதி
ரதம்,தேர்
ரத சாரதி,தேரோட்டி
ராணி,அரசி
ராத்திரி,இரவு
ராச்சியம்,"நாடு,மாநிலம்"
ராஜா,மன்னன்
ரசம்,"சாறு, சுவை"
லட்சம்,நூறாயிரம்
லட்சணம்,அழகு
லட்சியம்,குறிக்கோள்
வதம்,அழித்தல்
வதனம்,முகம்
வம்சம்,கால்வழி
வஸ்திரம்,"துணி, ஆடை"
வாஞ்சை,பற்று
வாயு,காற்று
வாகனம்,ஊர்தி
வாதம்,சொற்போர்
வாத்தியம்,இசைக்கருவி
வார்த்தை,சொல்
வாரம்,கிழமை
வாந்தி பேதி,கக்கல் கழிச்சல்
வாயு,காற்று
வாலிபர்,இளைஞர்
விக்கிரகம்,"வழிபாட்டுருவம், திருவுருவம்"
விசாரம்,கவலை
விசாலமான,அகன்ற
விசித்திரம்,வேடிக்கை
விஷேசம்,சிறப்பு
விஞ்ஞானம்,அறிவியல்
விஷயம்,செய்தி
விதானம்,மேற்கட்டி
விநாடி,நொடி
வித்தியாசம்,வேறுபாடு
விபூதி,"திருநீறு , பெருமை"
விமோசனம்,விடுபடுதல்
விரதம்,நோன்பு
விவாகம்,திருமணம்
விவாதி,வழக்காடு
"விசயம், விஷயம்","பொருள், செய்தி"
விசேஷம்,சிறப்பு
விபத்து,துன்ப நிகழ்ச்சி
விரதம்,நோன்பு
விஷம்,நஞ்சு
விஜயம்,பயணம்
வீரம்,மறம்
வேகம்,விரைவு
வேதம்,மறை
வேதவிற்பனன்ர்,மறைவல்லார்
வேதியர்,மறையவர்
வீதி,"தெரு, சாலை"
வைத்தியசாலை,மருத்துவமனை
ஜனநாயகம்,குடியாட்சி
ஜனம்,மக்கள்
ஜனனம்,பிறப்பு
ஜமீன்,நிலம்
ஜமீன்தார்,நிலக்கிழார்
ஜல்லிக்கட்டு,"மஞ்சுவிரட்டு, ஏறு தழுவுதல்"
ஜன்னல்,சாளரம்
ஜனங்கள்,மக்கள்
ஜயம்,வெற்றி
ஜாதகம்,பிறப்புக் குறிப்பு
ஜாலம்,வேடிக்கை
ஜாக்கிரதையாக,விழிப்பாக
ஜாஸ்தி,மிகுதி
ஜீவன்,உயிர்
ஜூரம்,காய்ச்சல்
ஜென்மம்,பிறவி
ஜோதி,ஒளி
ஜோடி,இணை
ஜோடித்தல்,அழகு செய்தல்
ஸந்ததி,கால்வழி
ஸமத்துவம்,ஒரு நிகர்
ஸமரசம்,வேறுபாடின்மை
ஸமீபம்,அண்மை
ஸம்ஹாரம்,அழிவு
ஸோபை,பொலிவு
ஸௌந்தர்யம்,பேரழகு
ஸ்தாபனம்,நிறுவனம்
ஸ்தானம்,இடம்
